ID ,COMPANY,PLACEMENT,VOLUNTEER,GAP YEAR,SEASONAL,TOUR,TEACH,SUMMERCAMP,URL
1215,Twin Work &amp; Volunteer,Care for Blind &amp; Disabled Children in Santiago ,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/care-for-blind-disabled-children-in-santiago-98
712,Twin Work &amp; Volunteer,Cheetah Conservation Projects in South Africa,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/cheetah-conservation-projects-in-south-africa
623,Twin Work &amp; Volunteer,Children's Activity Leader &amp; Teaching Assistant Work in Romania,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/childrens-activity-leader-teaching-assistant-work-in-romania
547,Twin Work &amp; Volunteer,Conservation Volunteer Programs in Australia,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/conservation-volunteer-programs-in-australia
616,Twin Work &amp; Volunteer,Conservation Volunteer Projects in New Zealand,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/conservation-volunteer-projects-in-new-zealand
587,Twin Work &amp; Volunteer,Construction Volunteer Projects in Ghana,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/construction-volunteer-projects-in-ghana
1294,Twin Work &amp; Volunteer,Desert Community Volunteer Projects India,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/desert-community-volunteer-projects-india
1283,Twin Work &amp; Volunteer,Elephant Protection Volunteer Projects Thailand,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/elephant-protection-volunteer-projects-thailand
1216,Twin Work &amp; Volunteer,English Language Teaching Assistant Work in Chile,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/english-language-teaching-assistant-work-in-chile
611,Twin Work &amp; Volunteer,Environmental Action Volunteer Projects in Nepal,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/environmental-action-volunteer-projects-in-nepal
615,Twin Work &amp; Volunteer,Female Empowerment Volunteer Programs in Nepal ,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/female-empowerment-volunteer-programs-in-nepal
1761,Twin Work &amp; Volunteer,"Orphanage &amp; School Assistant Volunteer, Swaziland",x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/orphanage-school-assistant-volunteer-swaziland-94
581,Twin Work &amp; Volunteer,Galapagos Conservation Projects Ecuador,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/galapagos-conservation-projects-ecuador
711,Twin Work &amp; Volunteer,Game Reserve Conservation Volunteer Projects in South Africa ,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/game-reserve-conservation-volunteer-projects-in-south-africa
1218,Twin Work &amp; Volunteer,Gibbon Rehabilitation Volunteer Projects in Thailand,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/gibbon-rehabilitation-volunteer-projects-in-thailand
613,Twin Work &amp; Volunteer,Help Children with Special Needs in Nepal ,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/help-children-with-special-needs-in-nepal
1842,Twin Work &amp; Volunteer,Himalayan Community Volunteer Projects in India,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/himalayan-community-volunteer-projects-in-india
1219,Twin Work &amp; Volunteer,Hospitality Work Experience Italy,,,x,,,,http://www.oneworld365.org/company/twin-work-volunteer/hospitality-work-experience-italy
638,Twin Work &amp; Volunteer,Hospitality Work Experience Spain,,,x,,,,http://www.oneworld365.org/company/twin-work-volunteer/hospitality-work-experience-spain
599,Twin Work &amp; Volunteer,Medical Internships in India,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/medical-internships-in-india
1758,Twin Work &amp; Volunteer,"Orphanage Volunteer Work, Ghana",x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/orphanage-volunteer-work-ghana
572,Twin Work &amp; Volunteer,International Internships in Canada,,x,,,,,http://www.oneworld365.org/company/twin-work-volunteer/international-internships-in-canada
1282,Twin Work &amp; Volunteer,Internships in France with 4 week Language Course,,x,,,,,http://www.oneworld365.org/company/twin-work-volunteer/internships-in-france-with-4-week-language-course
1820,Twin Work &amp; Volunteer,Kilimanjaro Orphanage Volunteer Projects in Tanzania,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/kilimanjaro-orphanage-volunteer-projects-in-tanzania
583,Twin Work &amp; Volunteer,Language Assistant France with 4 week Language Course,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/language-assistant-france-with-4-week-language-course
639,Twin Work &amp; Volunteer,Language Assistant Spain,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/language-assistant-spain
818,Twin Work &amp; Volunteer,Medical Volunteer HIV and TB Clinic Placements in Africa,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/medical-volunteer-hiv-and-tb-clinic-placements-in-africa
600,Twin Work &amp; Volunteer,Newspaper Reporter Voluntary Work Experience in India,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/newspaper-reporter-voluntary-work-experience-in-india
549,Twin Work &amp; Volunteer,Paid Work Outback Experience Australia,,,x,,,,http://www.oneworld365.org/company/twin-work-volunteer/paid-work-outback-experience-australia
1252,Twin Work &amp; Volunteer,"Pre-school Assistant - Western Cape, South Africa",x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/pre-school-assistant-western-cape-south-africa
1821,Twin Work &amp; Volunteer,Primary &amp; Secondary School Teaching Volunteer Projects in Tanzania,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/primary-secondary-school-teaching-volunteer-projects-in-tanzania-71
548,Twin Work &amp; Volunteer,Professional Internships Australia,,x,,,,,http://www.oneworld365.org/company/twin-work-volunteer/professional-internships-australia
809,Twin Work &amp; Volunteer,"Professional Volunteer Work, Ghana",x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/professional-volunteer-work-ghana
710,Twin Work &amp; Volunteer,Rainforest Animal Rehabilitation Centre Volunteer Projects Ecuador,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/rainforest-animal-rehabilitation-centre-volunteer-projects-ecuador
646,Twin Work &amp; Volunteer,Royal Sea Sanctuary Conservation Project Thailand,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/royal-sea-sanctuary-conservation-project-thailand
588,Twin Work &amp; Volunteer,Teach English in Ghana,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/teach-english-in-ghana
1830,Twin Work &amp; Volunteer,Teaching Assistant Volunteer Placements in Ghana,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/teaching-assistant-volunteer-placements-in-ghana
727,Twin Work &amp; Volunteer,Teaching &amp; Orphan Care Volunteer Projects in Mozambique,x,,,x,,,http://www.oneworld365.org/company/twin-work-volunteer/teaching-orphan-care-volunteer-projects-in-mozambique-47
1843,Twin Work &amp; Volunteer,Teaching Assistant Volunteer Programs in Nepal,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/teaching-assistant-volunteer-programs-in-nepal
1253,Twin Work &amp; Volunteer,South Africa HIV Hospice and Children's Home Volunteer Projects,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/south-africa-hiv-hospice-and-childrens-home-volunteer-projects-12
1626,Twin Work &amp; Volunteer,"Travel Abroad: Volunteer Work, Jobs and Internship Overseas",,x,,,,,http://www.oneworld365.org/company/twin-work-volunteer/travel-abroad-volunteer-work-jobs-and-internship-overseas
1224,Twin Work &amp; Volunteer,Trekking and Community Work in Thailand,x,,,x,,,http://www.oneworld365.org/company/twin-work-volunteer/trekking-and-community-work-in-thailand
1007,Twin Work &amp; Volunteer,Tsunami Orphan Volunteer Projects in Thailand,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/tsunami-orphan-volunteer-projects-in-thailand
619,Twin Work &amp; Volunteer,Volunteer Health Care Projects in Peru,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/volunteer-health-care-projects-in-peru
610,Twin Work &amp; Volunteer,Volunteer and Escape Adventure Nepal ,x,,,x,,,http://www.oneworld365.org/company/twin-work-volunteer/volunteer-and-escape-adventure-nepal
614,Twin Work &amp; Volunteer,Volunteer as a Teaching Assistant in Buddhist Monasteries in Nepal,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/volunteer-as-a-teaching-assistant-in-buddhist-monasteries-in-nepal
612,Twin Work &amp; Volunteer,Volunteer at Orphanages in Nepal,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/volunteer-at-orphanages-in-nepal
1221,Twin Work &amp; Volunteer,Volunteer at a School for Thai Children with Disabilities,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/volunteer-at-a-school-for-thai-children-with-disabilities
636,Twin Work &amp; Volunteer,Volunteer at an Orphanage in South Africa,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/volunteer-at-an-orphanage-in-south-africa
586,Twin Work &amp; Volunteer,Volunteer in Ghana: Children's Activity Leader,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/volunteer-in-ghana-childrens-activity-leader-94
645,Twin Work &amp; Volunteer,Volunteer in Thailand: Hill Tribe Projects,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/volunteer-in-thailand-hill-tribe-projects
632,Twin Work &amp; Volunteer,Volunteer with Lions in South Africa,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/volunteer-with-lions-in-south-africa
822,Twin Work &amp; Volunteer,Whale Shark Research and Conservation Programs in Mozambique,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/whale-shark-research-and-conservation-programs-in-mozambique
1217,Twin Work &amp; Volunteer,Africa: Game Ranger Training Course (FGASA),x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/africa-game-ranger-training-course-fgasa
628,Twin Work &amp; Volunteer,African Elephant Conservation and Care,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/african-elephant-conservation-and-care
1214,Twin Work &amp; Volunteer,"Animal Rescue Volunteer, Vietnam",x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/animal-rescue-volunteer-vietnam
1484,Twin Work &amp; Volunteer,"Big 5 Animal Reserve Volunteer, South Africa",x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/big-5-animal-reserve-volunteer-south-africa
1227,Twin Work &amp; Volunteer,White Shark &amp; Marine Conservation Projects in South Africa,x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/white-shark-marine-conservation-projects-in-south-africa-32
582,Twin Work &amp; Volunteer,"Work with Disadvantaged Children in Quito, Ecuador",x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/work-with-disadvantaged-children-in-quito-ecuador
617,Twin Work &amp; Volunteer,Working Guest Norway,,,x,,,,http://www.oneworld365.org/company/twin-work-volunteer/working-guest-norway
585,Twin Work &amp; Volunteer,Professional Internships Germany,,x,,,,,http://www.oneworld365.org/company/twin-work-volunteer/professional-internships-germany
653,Twin Work &amp; Volunteer,Work &amp; Travel USA,,,x,,,,http://www.oneworld365.org/company/twin-work-volunteer/work-travel-usa-65
1829,Twin Work &amp; Volunteer,"Teach English in the Atacama Desert, Chile",x,,,,,,http://www.oneworld365.org/company/twin-work-volunteer/teach-english-in-the-atacama-desert-chile
519,Utila Dive Centre,Adventure Whale Shark Expeditions in Central America,,,,x,,,http://www.oneworld365.org/company/utila-dive-centre/adventure-whale-shark-expeditions-in-central-america
518,Utila Dive Centre,PADI Scuba Diving Training,,,,x,,,http://www.oneworld365.org/company/utila-dive-centre/padi-scuba-diving-training
1480,Utila Dive Centre,"PADI IDC, Scuba Instructor course, Bay Islands Honduras",,,,x,,,http://www.oneworld365.org/company/utila-dive-centre/padi-idc-scuba-instructor-course-bay-islands-honduras
524,Utila Dive Centre,GoPro: Professional Scuba Instruction PADI Instructor course and MSDT Internship,,,,x,,,http://www.oneworld365.org/company/utila-dive-centre/gopro-professional-scuba-instruction-padi-instructor-course-and-msdt-internship
525,Utila Dive Centre,GoPro: PADI Divemaster,,,,x,,,http://www.oneworld365.org/company/utila-dive-centre/gopro-padi-divemaster
517,Utila Dive Centre,"Scuba Diving, Training, Tours in the Caribbean",,,,x,,,http://www.oneworld365.org/company/utila-dive-centre/scuba-diving-training-tours-in-the-caribbean
1630,Utila Dive Centre,Gap Year Learn to Scuba Dive & PADI Courses in the Caribbean,,,,x,,,http://www.oneworld365.org/company/utila-dive-centre/gap-year-learn-to-scuba-dive-padi-courses-in-the-caribbean
2349,Vamos Cuba,Learn Spanish in Cuba,,,,x,,,http://www.oneworld365.org/company/vamos-cuba/learn-spanish-in-cuba
2350,Vamos Cuba,Dance Holiday in Cuba,,,,x,,,http://www.oneworld365.org/company/vamos-cuba/dance-holiday-in-cuba
1132,Vitalise,Vitalise Volunteering,x,,,,,,http://www.oneworld365.org/company/vitalise/vitalise-volunteering
1620,Volunteering India,India Cultural Trips,x,,,x,,,http://www.oneworld365.org/company/volunteering-india/india-cultural-trips
1756,Volunteering India,Cheap Gap Year Volunteer Programs in India,,x,,,,,http://www.oneworld365.org/company/volunteering-india/cheap-gap-year-volunteer-programs-in-india
1618,Volunteering India,Volunteer at an Orphanage in India,x,,,,,,http://www.oneworld365.org/company/volunteering-india/volunteer-at-an-orphanage-in-india
1619,Volunteering India,Volunteer with Street Children in India,x,,,,,,http://www.oneworld365.org/company/volunteering-india/volunteer-with-street-children-in-india
1616,Volunteering India,Group Volunteer Programs in India,x,,,,,,http://www.oneworld365.org/company/volunteering-india/group-volunteer-programs-in-india
1755,Volunteering India,Affordable Volunteer Programs in India,x,,,,,,http://www.oneworld365.org/company/volunteering-india/affordable-volunteer-programs-in-india
2206,Volunteering Solutions,Medical / Dental Placements in Asia,x,,,,,,http://www.oneworld365.org/company/volunteering-solutions/medical-dental-placements-in-asia
2471,Volunteering Solutions,Volunteer Programs in Singapore with Volunteering Solutions,x,,,,,,http://www.oneworld365.org/company/volunteering-solutions/volunteer-programs-in-singapore-with-volunteering-solutions
2470,Volunteering Solutions,Volunteer Programs in the Philippines with Volunteering Solutions,x,,,,,,http://www.oneworld365.org/company/volunteering-solutions/volunteer-programs-in-the-philippines-with-volunteering-solutions
1017,Volunteering Solutions,Journalism Internship Programme available in Ghana,x,,,,,,http://www.oneworld365.org/company/volunteering-solutions/journalism-internship-programme-available-in-ghana
1024,Volunteering Solutions,Kenya: Volunteer with the Masai,x,,,,,,http://www.oneworld365.org/company/volunteering-solutions/kenya-volunteer-with-the-masai
1019,Volunteering Solutions,"Volunteer at an Orphanage in Ghana, West Africa",x,,,,,,http://www.oneworld365.org/company/volunteering-solutions/volunteer-at-an-orphanage-in-ghana-west-africa
1028,Volunteering Solutions,"Volunteer at an Orphanage in Moshi, Tanzania",x,,,,,,http://www.oneworld365.org/company/volunteering-solutions/volunteer-at-an-orphanage-in-moshi-tanzania
1026,Volunteering Solutions,Volunteer at an Orphanage in Malawi,x,,,,,,http://www.oneworld365.org/company/volunteering-solutions/volunteer-at-an-orphanage-in-malawi
944,Volunteering Solutions,2013 Summer Volunteer Programs in New Delhi India,x,,,,,,http://www.oneworld365.org/company/volunteering-solutions/2013-summer-volunteer-programs-in-new-delhi-india
947,Volunteering Solutions,2013 Summer Volunteer Programs in India,x,,,,,,http://www.oneworld365.org/company/volunteering-solutions/2013-summer-volunteer-programs-in-india
1021,Volunteering Solutions,2013 Summer Volunteering Programs in Ghana,x,,,,,,http://www.oneworld365.org/company/volunteering-solutions/2013-summer-volunteering-programs-in-ghana
2205,Volunteering Solutions,"Volunteer on Children's Social Welfare Programmes in Valencia, Spain",x,,,,,,http://www.oneworld365.org/company/volunteering-solutions/volunteer-on-childrens-social-welfare-programmes-in-valencia-spain
1022,Volunteering Solutions,Volunteer in an Orphanage in Nairobi / Mombasa in Kenya,x,,,,,,http://www.oneworld365.org/company/volunteering-solutions/volunteer-in-an-orphanage-in-nairobi-mombasa-in-kenya
